Row ID,Order Priority,Discount,Unit Price,Customer ID,Customer Name,Customer Segment,Product Category,Product Sub-Category,Product Name,City,Order Weekday,Weekday helper,Profit,Quantity ordered new,Sales,Order ID,Order returned,Order Date,,,
19384,Not Specified,0.08,19.9,851,Helen H Heller,Corporate,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Warsaw,Saturday,6.00,107.11,13,240.46,88569,FALSE,2015-03-07,,,
19385,Not Specified,0.02,3.36,851,Helen H Heller,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Warsaw,Saturday,6.00,-216.154,21,74.08,88569,FALSE,2015-03-07,,,
21353,Critical,0.06,1.26,851,Helen H Heller,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Warsaw,Thursday,4.00,-6.6096,4,5.28,88571,FALSE,2015-04-30,,,
26093,High,0.05,4.24,853,Leah Davenport,Small Business,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Warsaw,Monday,1.00,-89.217,12,50.83,88570,FALSE,2015-03-16,,,
21351,Critical,0.06,1.76,854,Karen Hendricks,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Lodz,Thursday,4.00,1.2236,22,39.26,88571,FALSE,2015-04-30,,,
21352,Critical,0.02,24.98,855,Jacob Lanier,Corporate,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,Lodz,Thursday,4.00,4.3148,23,606.51,88571,FALSE,2015-04-30,,,
21354,Critical,0.05,35.99,858,Arthur Brady,Corporate,Technology,Telephones and Communication,Accessory41,Lodz,Thursday,4.00,-125.83296,2,64.89,88571,FALSE,2015-04-30,,,
21214,Critical,0.03,14.2,865,Dana Burgess,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Krakow,Wednesday,3.00,122.21,18,267.2,90674,FALSE,2015-05-27,,,
19947,Low,0.04,6.48,865,Dana Burgess,Corporate,Office Supplies,Paper,Xerox 1985,Krakow,Thursday,4.00,-11.1332,12,86.79,90675,FALSE,2015-02-26,,,
24774,Not Specified,0.04,29.18,868,Sharon Ellis,Corporate,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Krakow,Wednesday,3.00,201.7353,10,292.37,91194,FALSE,2015-02-25,,,
24775,Not Specified,0,80.98,868,Sharon Ellis,Corporate,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Krakow,Wednesday,3.00,-684.78,8,682.79,91194,FALSE,2015-02-25,,,
24763,Critical,0.06,6.48,868,Sharon Ellis,Corporate,Office Supplies,Paper,Xerox 224,Krakow,Friday,5.00,-237.47,20,125.77,91195,FALSE,2015-03-06,,,
24764,Critical,0.09,349.45,868,Sharon Ellis,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Krakow,Friday,5.00,-2946.051,12,3918.98,91195,FALSE,2015-03-06,,,
25507,Not Specified,0.03,14.2,871,Sandy Ellington,Home Office,Furniture,Office Furnishings,Coloredge Poster Frame,Warsaw,Sunday,7.00,21.5556,2,31.24,90577,FALSE,2015-03-15,,,
22547,Not Specified,0.01,5.94,871,Sandy Ellington,Home Office,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Warsaw,Wednesday,3.00,-239.315,12,74.77,90578,FALSE,2015-05-20,,,
22548,Not Specified,0,6.48,871,Sandy Ellington,Home Office,Office Supplies,Paper,Xerox 231,Warsaw,Wednesday,3.00,-33.31,18,127.81,90578,FALSE,2015-05-20,,,
19262,High,0.04,4.37,875,Erika Fink,Small Business,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Warsaw,Saturday,6.00,-74.4796,18,78.59,89059,FALSE,2015-02-21,,,
19263,High,0.09,155.99,875,Erika Fink,Small Business,Technology,Telephones and Communication,CF 688,Warsaw,Saturday,6.00,-232.22056,4,497.11,89059,FALSE,2015-02-21,,,
18054,Critical,0.07,5.68,880,Ellen Beck,Small Business,Office Supplies,Envelopes,Staples Standard Envelopes,Warsaw,Wednesday,3.00,18.6438,5,27.02,86153,FALSE,2015-03-25,,,
18055,Critical,0.06,22.84,880,Ellen Beck,Small Business,Office Supplies,Paper,Xerox 1964,Warsaw,Wednesday,3.00,-31.24,1,27.67,86153,FALSE,2015-03-25,,,
19401,Critical,0.06,25.98,885,Malcolm Robertson,Corporate,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Krakow,Sunday,7.00,55.888,41,1033.56,89537,FALSE,2015-05-24,,,
26011,Critical,0.08,1.81,890,Billie Fowler,Consumer,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Krakow,Monday,1.00,1.3224,11,19.97,89536,FALSE,2015-01-05,,,
26015,Critical,0.04,125.99,890,Billie Fowler,Consumer,Technology,Telephones and Communication,232,Krakow,Monday,1.00,455.4207,6,660.03,89536,FALSE,2015-01-05,,,
2045,Critical,0.01,8.34,894,Gail Rankin Cole,Corporate,Furniture,Office Furnishings,Document Clip Frames,Lodz,Saturday,6.00,29.332,24,199.12,14596,FALSE,2015-01-10,,,
2046,Critical,0.06,3.28,894,Gail Rankin Cole,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Lodz,Saturday,6.00,-86,19,63.14,14596,FALSE,2015-01-10,,,
5421,Low,0.02,1.14,894,Gail Rankin Cole,Corporate,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Lodz,Monday,1.00,-0.49,38,44.85,38529,FALSE,2015-02-02,,,
20045,Critical,0.01,8.34,896,Jennifer Siegel,Corporate,Furniture,Office Furnishings,Document Clip Frames,Krakow,Saturday,6.00,34.3482,6,49.78,90166,FALSE,2015-01-10,,,
20046,Critical,0.06,3.28,896,Jennifer Siegel,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Krakow,Saturday,6.00,-66.65,5,16.62,90166,FALSE,2015-01-10,,,
19470,Critical,0.06,47.98,896,Jennifer Siegel,Corporate,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Krakow,Saturday,6.00,35.955,11,517.68,90167,FALSE,2015-06-20,,,
4724,High,0.04,90.97,898,Harriet Hodges,Small Business,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Lodz,Monday,1.00,-173.0952,6,573.31,33635,FALSE,2015-01-12,,,
4725,High,0.07,20.34,898,Harriet Hodges,Small Business,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Lodz,Monday,1.00,-96.16,5,140.23,33635,FALSE,2015-01-12,,,
1311,Not Specified,0.02,12.53,898,Harriet Hodges,Small Business,Office Supplies,Labels,Round Specialty Laser Printer Labels,Lodz,Tuesday,2.00,263.4,47,594.44,9606,FALSE,2015-01-27,,,
1312,Not Specified,0.07,5.18,898,Harriet Hodges,Small Business,Office Supplies,Paper,Array® Memo Cubes,Lodz,Tuesday,2.00,37.31,44,228.5,9606,FALSE,2015-01-27,,,
22724,High,0.04,90.97,899,Jordan Berry,Small Business,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Lodz,Monday,1.00,-173.0952,2,191.1,86263,FALSE,2015-01-12,,,
22725,High,0.07,20.34,899,Jordan Berry,Small Business,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Lodz,Monday,1.00,-96.16,1,28.05,86263,FALSE,2015-01-12,,,
19311,Not Specified,0.02,12.53,899,Jordan Berry,Small Business,Office Supplies,Labels,Round Specialty Laser Printer Labels,Lodz,Tuesday,2.00,104.7213,12,151.77,86264,FALSE,2015-01-27,,,
19312,Not Specified,0.07,5.18,899,Jordan Berry,Small Business,Office Supplies,Paper,Array® Memo Cubes,Lodz,Tuesday,2.00,37.31,11,57.13,86264,FALSE,2015-01-27,,,
24981,Not Specified,0,5.98,903,Francis Spivey,Consumer,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Lodz,Thursday,4.00,80.6748,18,116.92,90806,FALSE,2015-03-12,,,
22288,Critical,0.09,35.99,907,Rachel Casey,Home Office,Technology,Telephones and Communication,Accessory41,Wroclaw,Thursday,4.00,114.3165,5,151.6,86459,FALSE,2015-02-26,,,
21345,Medium,0.09,2.6,907,Rachel Casey,Home Office,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wroclaw,Wednesday,3.00,1107.408,12,31.73,86460,FALSE,2015-06-17,,,
19480,Critical,0,5.28,910,Carla Hauser,Corporate,Office Supplies,Paper,Xerox 1954,Wroclaw,Thursday,4.00,-149.212,15,85.26,90187,FALSE,2015-05-14,,,
25356,Not Specified,0.05,7.64,911,Marsha P Joyner,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Lodz,Saturday,6.00,-21.018,2,16.6,90185,FALSE,2015-01-31,,,
25357,Not Specified,0.04,218.75,911,Marsha P Joyner,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Lodz,Saturday,6.00,-655.529875,10,2285.41,90185,FALSE,2015-01-31,,,
24028,High,0.01,59.76,911,Marsha P Joyner,Corporate,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Lodz,Saturday,6.00,354.3288,8,513.52,90186,FALSE,2015-04-04,,,
24953,High,0.06,350.98,915,Carol Sherrill,Home Office,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Krakow,Sunday,7.00,-489.4156,1,346.52,86356,FALSE,2015-01-04,,,
25833,Low,0.05,161.55,916,Marion Wilcox,Corporate,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Krakow,Sunday,7.00,35.31,3,499.31,86357,FALSE,2015-01-04,,,
25676,High,0.05,35.51,918,Kerry Jernigan,Consumer,Office Supplies,Storage & Organization,Steel Personal Filing/Posting Tote,Warsaw,Sunday,7.00,6.11,2,73.1,90492,FALSE,2015-04-12,,,
19772,Critical,0.09,58.14,918,Kerry Jernigan,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Warsaw,Wednesday,3.00,187.412,39,2115.06,90493,FALSE,2015-05-20,,,
25677,High,0.1,8.34,919,Tracy Livingston,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,Warsaw,Sunday,7.00,-6.34,6,47.95,90492,FALSE,2015-04-12,,,
21970,Low,0.1,15.98,920,Jessie Kelly,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard,Warsaw,Friday,5.00,92.7222,9,134.38,90491,FALSE,2015-03-27,,,
25678,High,0.03,8.04,920,Jessie Kelly,Consumer,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Warsaw,Sunday,7.00,-160.2755,9,76.77,90492,FALSE,2015-04-12,,,
18395,Not Specified,0.01,65.99,922,Dolores Abrams,Small Business,Technology,Telephones and Communication,5180,Warsaw,Wednesday,3.00,396.972,14,782,87135,FALSE,2015-05-20,,,
19973,Critical,0.03,2.18,925,Ruth Dudley,Small Business,Office Supplies,Rubber Bands,Advantus Push Pins,Lodz,Monday,1.00,-7.04,7,15.73,87134,FALSE,2015-04-06,,,
19974,Critical,0.01,170.98,929,Calvin Conway,Small Business,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Lodz,Monday,1.00,538.52,10,1719.07,87134,FALSE,2015-04-06,,,
21077,Critical,0.05,6.04,936,Robyn Garner,Corporate,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",Warsaw,Tuesday,2.00,-4.14,1,8.41,90588,FALSE,2015-02-17,,,
23716,Not Specified,0.05,5.98,936,Robyn Garner,Corporate,Office Supplies,Paper,Xerox 1983,Warsaw,Saturday,6.00,-31.885,17,104.95,90589,FALSE,2015-06-27,,,
23717,Not Specified,0.01,65.99,937,Kelly Shaw,Corporate,Technology,Telephones and Communication,StarTAC 7760,Warsaw,Saturday,6.00,-95.2105,3,166.59,90589,FALSE,2015-06-27,,,
22638,Low,0.09,100.98,940,Albert Maxwell,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Lodz,Tuesday,2.00,-193.58,4,396.19,90844,FALSE,2015-04-14,,,
23479,Not Specified,0.03,31.74,945,Stephanie Sun Perry,Home Office,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Warsaw,Friday,5.00,-4.301,3,98.7,86567,FALSE,2015-03-06,,,
24459,Critical,0.09,90.98,946,Denise Parks,Home Office,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Lodz,Sunday,7.00,-1570.32,20,1782.44,86566,FALSE,2015-03-01,,,
24693,Critical,0.08,14.2,947,Dorothy Buchanan,Home Office,Furniture,Office Furnishings,Coloredge Poster Frame,Lodz,Sunday,7.00,27.23,5,72.11,86565,FALSE,2015-01-11,,,
1279,Critical,0.06,40.98,949,Ernest Oh,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Warsaw,Friday,5.00,-19.0992,3,124.81,9285,FALSE,2015-01-02,,,
1128,Low,0.02,48.04,949,Ernest Oh,Consumer,Office Supplies,Paper,Xerox 1910,Warsaw,Sunday,7.00,373.67,18,881.32,8257,FALSE,2015-03-22,,,
19279,Critical,0.06,40.98,950,Jane Shah,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Krakow,Friday,5.00,-14.80188,1,41.6,89083,FALSE,2015-01-02,,,
19127,Low,0.05,1500.97,950,Jane Shah,Consumer,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Krakow,Sunday,7.00,-2561.3235,1,1497.22,89084,FALSE,2015-03-22,,,
19128,Low,0.02,48.04,950,Jane Shah,Consumer,Office Supplies,Paper,Xerox 1910,Krakow,Sunday,7.00,168.9189,5,244.81,89084,FALSE,2015-03-22,,,
19129,Low,0.03,4.28,950,Jane Shah,Consumer,Office Supplies,Pens & Art Supplies,Newell 320,Krakow,Sunday,7.00,-6.2,1,4.55,89084,FALSE,2015-03-22,,,
20073,Low,0.1,7.31,954,Tony Chandler,Small Business,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Krakow,Thursday,4.00,19.0647,4,27.63,90771,FALSE,2015-02-12,,,
20074,Low,0.08,6.7,954,Tony Chandler,Small Business,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,Krakow,Thursday,4.00,10.56,5,31.21,90771,FALSE,2015-02-12,,,
25795,Not Specified,0.01,145.45,959,Sally House,Corporate,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Krakow,Sunday,7.00,837.6807,8,1214.03,91581,FALSE,2015-03-22,,,
20428,Low,0.03,2.94,960,Phillip Chappell,Home Office,Office Supplies,Pens & Art Supplies,Newell 343,Warsaw,Wednesday,3.00,-4.2,1,3.51,89401,FALSE,2015-02-04,,,
20685,Not Specified,0.05,124.49,961,Benjamin Chan,Home Office,Furniture,Tables,Bevis 36 x 72 Conference Tables,Warsaw,Tuesday,2.00,-44.1636,1,120.12,89402,FALSE,2015-02-24,,,
2428,Low,0.03,2.94,962,Yvonne Clarke,Home Office,Office Supplies,Pens & Art Supplies,Newell 343,Krakow,Wednesday,3.00,-4.2,2,7.01,17636,FALSE,2015-02-04,,,
25093,Medium,0,170.98,970,Lynn Payne,Consumer,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Wroclaw,Monday,1.00,-102.662,8,1452.18,86173,FALSE,2015-04-20,,,
20536,Low,0.03,284.98,972,Gregory Holden,Corporate,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Warsaw,Saturday,6.00,-116.584,2,619.38,87259,FALSE,2015-02-28,,,
20537,Low,0,12.99,972,Gregory Holden,Corporate,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Warsaw,Saturday,6.00,12.8961,1,18.69,87259,FALSE,2015-02-28,,,
24298,Low,0.1,2.22,975,Francis Evans,Corporate,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Lodz,Saturday,6.00,-21.3192,3,8.8,87260,FALSE,2015-04-04,,,
22646,Medium,0,37.76,980,Howard Burnett,Corporate,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Lodz,Thursday,4.00,93.8468,12,477.2,87258,FALSE,2015-02-05,,,
20010,Low,0.09,300.97,983,Sue Drake,Corporate,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Wroclaw,Monday,1.00,17.772,10,2848.38,90201,FALSE,2015-04-27,,,
25895,High,0.05,4.28,993,Gail Currin,Small Business,Office Supplies,Paper,Xerox 1971,Warsaw,Thursday,4.00,-104.57,9,38.58,89432,FALSE,2015-02-19,,,
19004,High,0.1,400.98,994,Neal Weber,Small Business,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Lodz,Saturday,6.00,-969.048366,2,810.47,89433,FALSE,2015-03-14,,,
23840,Low,0.09,7.64,995,Lloyd Spencer,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Lodz,Sunday,7.00,4.032,9,72.83,89434,FALSE,2015-05-10,,,
22639,Low,0.08,67.84,997,Phillip Pollard,Small Business,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,Lodz,Saturday,6.00,-23.6344,1,63.66,89431,FALSE,2015-01-24,,,
19003,High,0.08,45.19,999,Rita Barton,Small Business,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Lodz,Saturday,6.00,-71.83,3,127.22,89433,FALSE,2015-03-14,,,
19002,High,0.03,33.98,1000,Lynn Bell,Small Business,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Lodz,Saturday,6.00,-0.74,12,432.44,89433,FALSE,2015-03-14,,,
19380,Low,0.06,10.14,1005,Lloyd Dickson,Small Business,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Krakow,Wednesday,3.00,-3.88,1,12.18,90043,FALSE,2015-03-04,,,
20167,High,0.02,40.99,1005,Lloyd Dickson,Small Business,Office Supplies,Paper,Xerox 1893,Krakow,Friday,5.00,551.0928,23,950.43,90044,FALSE,2015-02-27,,,
18529,High,0.01,3.15,1008,Priscilla Frank,Home Office,Office Supplies,Labels,Self-Adhesive Removable Labels,Lodz,Monday,1.00,17.5053,8,25.37,88371,FALSE,2015-05-25,,,
18886,High,0.1,550.98,1009,Kristin George,Corporate,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Lodz,Friday,5.00,818.546175,14,6963.67,88372,FALSE,2015-06-19,,,
21184,Critical,0.09,28.48,1014,Theresa Winters,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Wroclaw,Sunday,7.00,-17.15,6,160.17,88387,FALSE,2015-03-01,,,
21185,Critical,0,2.08,1014,Theresa Winters,Home Office,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Wroclaw,Sunday,7.00,-29.54,3,7.47,88387,FALSE,2015-03-01,,,
21186,Critical,0.06,45.99,1014,Theresa Winters,Home Office,Technology,Telephones and Communication,KF 788,Wroclaw,Sunday,7.00,-329.784,10,370.81,88387,FALSE,2015-03-01,,,
20880,Not Specified,0.08,10.91,1014,Theresa Winters,Home Office,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,Wroclaw,Thursday,4.00,-2.1,11,119.99,88388,FALSE,2015-03-05,,,
20531,Medium,0,43.98,1015,Beverly Cameron,Home Office,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Wroclaw,Wednesday,3.00,829.467,14,650.7,88390,FALSE,2015-03-18,,,
24752,High,0.02,6.48,1016,Francis Sherrill,Home Office,Office Supplies,Paper,Xerox 213,Wroclaw,Friday,5.00,111.222,1,11.41,88389,FALSE,2015-06-12,,,
25027,Medium,0.05,35.89,1018,Meredith Humphrey,Home Office,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Wroclaw,Wednesday,3.00,22.866,19,680.39,88391,FALSE,2015-04-08,,,
25028,Medium,0,11.48,1018,Meredith Humphrey,Home Office,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels,Wroclaw,Wednesday,3.00,115.728,6,75.52,88391,FALSE,2015-04-08,,,
24926,Critical,0.09,517.48,1020,Julie Porter,Small Business,Technology,Office Machines,Panasonic KX-P3626 Dot Matrix Printer,Krakow,Saturday,6.00,909.36,5,2354.54,88632,FALSE,2015-03-07,,,
23562,Critical,0.07,4.13,1020,Julie Porter,Small Business,Office Supplies,Binders and Binder Accessories,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Krakow,Friday,5.00,-76.4244,20,79.06,88634,FALSE,2015-02-06,,,
23563,Critical,0,4.48,1020,Julie Porter,Small Business,Office Supplies,Envelopes,Ampad #10 Peel & Seel® Holiday Envelopes,Krakow,Friday,5.00,8.732,14,65.14,88634,FALSE,2015-02-06,,,
18921,Critical,0.02,39.06,1023,Glen Newman,Small Business,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Lodz,Friday,5.00,442.0899,16,640.71,88633,FALSE,2015-05-15,,,
18922,Critical,0.1,37.7,1023,Glen Newman,Small Business,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Lodz,Friday,5.00,455.124,18,659.6,88633,FALSE,2015-05-15,,,
21402,Not Specified,0.08,65.99,1026,Eugene Kerr,Small Business,Technology,Telephones and Communication,i500plus,Lodz,Saturday,6.00,624.40164,22,1137.6,89005,FALSE,2015-02-07,,,
20872,High,0.1,5.98,1026,Eugene Kerr,Small Business,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Lodz,Friday,5.00,18.922,26,151.55,89008,FALSE,2015-05-29,,,
20873,High,0.07,2.61,1026,Eugene Kerr,Small Business,Office Supplies,Labels,Avery 494,Lodz,Friday,5.00,39.3507,22,57.03,89008,FALSE,2015-05-29,,,
22662,High,0.1,73.98,1027,Brian Bennett,Small Business,Technology,Computer Peripherals,Keytronic French Keyboard,Lodz,Thursday,4.00,-229.87,5,347.23,89004,FALSE,2015-03-12,,,
22663,High,0.05,51.98,1027,Brian Bennett,Small Business,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Lodz,Thursday,4.00,329.9787,9,478.23,89004,FALSE,2015-03-12,,,
24325,Medium,0.07,7.08,1028,Marguerite Rodgers,Small Business,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Lodz,Sunday,7.00,30.49,13,93.82,89006,FALSE,2015-03-29,,,
23398,Not Specified,0.05,83.1,1028,Marguerite Rodgers,Small Business,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Lodz,Friday,5.00,1152.5277,20,1670.33,89007,FALSE,2015-05-08,,,
21959,Critical,0.07,125.99,1035,Kent Burton,Home Office,Technology,Telephones and Communication,i2000,Lodz,Friday,5.00,-604.406,1,100.59,90710,FALSE,2015-03-13,,,
21960,Critical,0.03,99.99,1036,Jessica Huffman,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Lodz,Friday,5.00,293.66,6,598.38,90710,FALSE,2015-03-13,,,
20669,Critical,0.1,7.64,1038,Jon Hale,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wroclaw,Tuesday,2.00,-403.1874,5,39.36,90641,FALSE,2015-06-16,,,
18404,Critical,0.06,55.94,1041,Mildred Chase,Small Business,Technology,Computer Peripherals,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Warsaw,Friday,5.00,-13.77,6,322.77,87846,FALSE,2015-04-17,,,
18405,Critical,0.07,6.3,1041,Mildred Chase,Small Business,Office Supplies,Labels,Avery 48,Warsaw,Friday,5.00,44.9121,11,65.09,87846,FALSE,2015-04-17,,,
20937,Critical,0,14.42,1042,Jerome Burch,Small Business,Office Supplies,Appliances,Holmes Odor Grabber,Warsaw,Saturday,6.00,9.33,6,98.96,87847,FALSE,2015-05-16,,,
3926,Critical,0.02,209.84,1044,Erin Ballard,Home Office,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Warsaw,Sunday,7.00,2593.14,62,13546.94,28001,FALSE,2015-06-14,,,
3927,Critical,0.01,194.3,1044,Erin Ballard,Home Office,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Warsaw,Sunday,7.00,1162.76,32,6401.65,28001,FALSE,2015-06-14,,,
6711,High,0,6.68,1044,Erin Ballard,Home Office,Office Supplies,Paper,Xerox 1923,Warsaw,Friday,5.00,-76.94,90,617.4,47813,TRUE,2015-02-27,,,
24711,High,0,6.68,1047,Gayle Pearson,Home Office,Office Supplies,Paper,Xerox 1923,Lodz,Friday,5.00,-40.0088,23,157.78,89389,FALSE,2015-02-27,,,
26259,Not Specified,0.03,5.44,1054,Keith R Atkinson,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Custom Binder Spines & Labels,Warsaw,Monday,1.00,-51.704,4,26.31,90069,FALSE,2015-05-25,,,
26260,Not Specified,0.08,26.38,1054,Keith R Atkinson,Corporate,Office Supplies,Paper,Xerox 1883,Warsaw,Monday,1.00,144.7482,8,209.78,90069,FALSE,2015-05-25,,,
26261,Not Specified,0.06,20.99,1054,Keith R Atkinson,Corporate,Technology,Telephones and Communication,Accessory37,Warsaw,Monday,1.00,-112.189,1,17.83,90069,FALSE,2015-05-25,,,
8200,Medium,0.09,138.75,1060,Gene Gilliam,Small Business,Furniture,Tables,Balt Split Level Computer Training Table,Wroclaw,Tuesday,2.00,-445.9717763,23,2527.79,58628,FALSE,2015-03-24,,,
7980,Low,0.07,6.3,1060,Gene Gilliam,Small Business,Office Supplies,Labels,Avery 51,Wroclaw,Saturday,6.00,4.1674,20,121.87,57061,FALSE,2015-05-30,,,
26200,Medium,0.09,138.75,1062,Willie Robinson,Small Business,Furniture,Tables,Balt Split Level Computer Training Table,Lodz,Tuesday,2.00,-335.317125,6,659.42,91354,FALSE,2015-03-24,,,
25979,Low,0.04,22.38,1062,Willie Robinson,Small Business,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Lodz,Saturday,6.00,16.0218,18,403.53,91355,FALSE,2015-05-30,,,
25981,Low,0.06,17.78,1062,Willie Robinson,Small Business,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Lodz,Saturday,6.00,38.0673,3,55.17,91355,FALSE,2015-05-30,,,
19445,Critical,0.01,15.99,1065,Vicki Bond,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Krakow,Wednesday,3.00,-99.43544,23,377.44,88899,FALSE,2015-02-18,,,
20445,Low,0.04,22.84,1068,Erik Barr,Home Office,Office Supplies,Paper,Xerox 1982,Krakow,Monday,1.00,-97.28,12,286.4,87109,FALSE,2015-03-16,,,
24737,Medium,0.02,15.94,1069,Pam Bennett,Home Office,Office Supplies,Pens & Art Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Krakow,Thursday,4.00,139.612,41,664.34,87110,FALSE,2015-05-14,,,
